,num items,avg probability
0,2.0,0.45
1,3.0,0.43
2,4.0,0.46
3,5.0,0.51
4,6.0,0.535
5,7.0,0.615
6,8.0,0.555
7,9.0,0.63
8,10.0,0.62
9,11.0,0.6849999999999999
10,12.0,0.705
11,13.0,0.72
12,14.0,0.735
13,15.0,0.745
14,16.0,0.755
15,17.0,0.745
16,18.0,0.785
17,19.0,0.755
18,20.0,0.805
