,num items,avg probability
0,2.0,0.248
1,3.0,0.3
2,4.0,0.316
3,5.0,0.308
4,6.0,0.33
5,7.0,0.308
6,8.0,0.358
7,9.0,0.396
8,10.0,0.378
9,11.0,0.41
10,12.0,0.40800000000000003
11,13.0,0.426
12,14.0,0.454
13,15.0,0.392
14,16.0,0.452
15,17.0,0.444
16,18.0,0.41400000000000003
17,19.0,0.472
18,20.0,0.48
