,num items,avg probability
0,2.0,0.19
1,3.0,0.181
2,4.0,0.191
3,5.0,0.20900000000000002
4,6.0,0.221
5,7.0,0.20600000000000002
6,8.0,0.222
7,9.0,0.248
8,10.0,0.24000000000000002
9,11.0,0.24
10,12.0,0.261
11,13.0,0.23299999999999998
12,14.0,0.261
13,15.0,0.28
14,16.0,0.28300000000000003
15,17.0,0.302
16,18.0,0.297
17,19.0,0.259
18,20.0,0.268
