,num bidders,avg rev,avg num med
0,2.0,2.8284271247461903,2.0
1,3.0,5.196152422706632,3.0
2,4.0,8.0,4.0
3,5.0,11.180339887498949,5.0
4,6.0,12.24744871391589,5.0
5,7.0,15.874507866387544,6.0
6,8.0,16.970562748477143,6.0
7,9.0,15.0,5.0
8,10.0,15.811388300841898,5.0
9,11.0,13.2664991614216,4.0
10,12.0,24.24871130596428,8.0
11,13.0,25.238858928247925,9.0
12,14.0,26.19160170741759,7.0
13,15.0,27.11088342345192,8.0
14,16.0,16.0,4.0
15,17.0,28.861739379323623,7.0
16,18.0,29.698484809834994,8.0
17,19.0,30.51229260478472,8.0
18,20.0,31.304951684997057,8.0
19,21.0,32.078029864690876,11.0
20,22.0,32.83291031876401,11.0
21,23.0,23.979157616563597,5.0
22,24.0,34.29285639896449,7.0
23,25.0,25.0,5.0
24,26.0,35.69313659514949,12.0
25,27.0,36.373066958946424,9.0
26,28.0,26.457513110645905,5.0
27,29.0,37.69615364994153,11.0
28,30.0,27.386127875258307,5.0
29,31.0,38.97435053981015,7.0
30,32.0,39.59797974644666,10.0
31,33.0,40.2119385257662,15.0
32,34.0,40.81666326391711,9.0
33,35.0,41.41255848169731,13.0
34,36.0,42.0,14.0
35,37.0,42.579337712087536,8.0
36,38.0,43.15089802078283,10.0
37,39.0,43.71498598878879,10.0
38,40.0,25.298221281347036,4.0
39,41.0,44.82186966202994,13.0
40,42.0,45.365184888855026,12.0
41,43.0,45.902069670114,7.0
42,44.0,46.4327470649756,7.0
43,45.0,46.95742752749558,9.0
44,46.0,47.47630988187688,9.0
45,47.0,47.989582202807306,11.0
46,48.0,48.49742261192856,11.0
47,49.0,49.0,12.0
48,50.0,49.49747468305833,10.0
49,51.0,49.98999899979995,10.0
50,52.0,50.47771785649585,7.0
51,53.0,50.96076922496363,10.0
52,54.0,51.43928459844674,13.0
53,55.0,51.91338940966964,7.0
54,56.0,52.38320341483518,14.0
55,57.0,52.848841046895245,12.0
56,58.0,53.31041174104736,12.0
57,59.0,53.76802023508026,11.0
58,60.0,54.22176684690384,11.0
59,61.0,54.67174773134658,16.0
60,62.0,55.11805511808268,13.0
61,63.0,55.560777532356404,17.0
62,64.0,56.0,14.0
63,65.0,56.435804238089844,11.0
64,66.0,56.868268832451726,13.0
65,67.0,57.29746940310715,9.0
66,68.0,57.723478758647246,15.0
67,69.0,58.146367040426526,17.0
68,70.0,58.56620185738529,9.0
69,71.0,58.98304841223451,16.0
70,72.0,59.39696961966999,12.0
71,73.0,59.80802621722271,12.0
72,74.0,60.21627686929838,15.0
73,75.0,60.62177826491071,12.0
74,76.0,61.02458520956944,12.0
75,77.0,61.424750711744856,8.0
76,78.0,61.822326064294934,12.0
77,79.0,62.21736092120912,10.0
78,80.0,62.609903369994115,11.0
79,81.0,63.0,13.0
80,82.0,63.38769596696192,15.0
81,83.0,63.773035054010094,11.0
82,84.0,64.15605972938175,12.0
83,85.0,64.53681120105021,17.0
84,86.0,64.91532946846993,11.0
85,87.0,65.2916533716217,15.0
86,88.0,65.66582063752801,15.0
87,89.0,66.03786792439622,12.0
88,90.0,66.40783086353596,12.0
89,91.0,66.7757440991862,17.0
90,92.0,67.14164132637806,12.0
91,93.0,67.50555532695068,23.0
92,94.0,67.86751800382861,13.0
93,95.0,68.22756041366274,14.0
94,96.0,68.58571279792898,14.0
95,97.0,68.94200461257273,15.0
96,98.0,69.29646455628166,7.0
97,99.0,69.6491205974634,18.0
98,100.0,70.0,15.0
