,num items,avg probability
0,2.0,0.11850000000000001
1,3.0,0.13
2,4.0,0.128
3,5.0,0.1375
4,6.0,0.14350000000000002
5,7.0,0.1445
6,8.0,0.157
7,9.0,0.14200000000000002
8,10.0,0.14450000000000002
9,11.0,0.1555
10,12.0,0.1555
11,13.0,0.1595
12,14.0,0.155
13,15.0,0.1575
14,16.0,0.1715
15,17.0,0.157
16,18.0,0.1515
17,19.0,0.168
18,20.0,0.181
