,num bidders,avg rev,avg num med
0,2.0,8.485281374238571,2.0
1,3.0,10.392304845413264,2.8
2,4.0,12.0,3.4
3,5.0,13.416407864998739,4.1
4,6.0,14.696938456699067,4.6
5,7.0,15.874507866387544,4.55
6,8.0,16.970562748477143,5.35
7,9.0,18.0,5.95
8,10.0,18.973665961010276,5.85
9,11.0,19.8997487421324,5.9
10,12.0,20.784609690826528,6.15
11,13.0,21.633307652783934,6.15
12,14.0,22.44994432064365,6.45
13,15.0,23.237900077244504,7.85
14,16.0,24.0,7.15
15,17.0,24.73863375370596,7.2
16,18.0,25.45584412271571,7.55
17,19.0,26.153393661244046,7.55
18,20.0,26.832815729997478,7.65
19,21.0,27.49545416973504,7.4
20,22.0,28.142494558940577,8.35
21,23.0,28.774989139876315,8.25
22,24.0,29.393876913398135,8.05
23,25.0,30.0,6.95
24,26.0,30.594117081556707,8.5
25,27.0,31.176914536239792,8.1
26,28.0,31.74901573277509,8.2
27,29.0,32.31098884280702,9.55
28,30.0,32.863353450309965,9.1
