,num items,avg probability
0,2.0,0.64
1,3.0,0.56
2,4.0,0.72
3,5.0,0.8
4,6.0,0.8
5,7.0,0.88
6,8.0,0.8400000000000001
7,9.0,1.0
8,10.0,0.92
