,num bidders,avg rev
0,2,2.545584412
1,3,3.204293994
2,4,3.6
3,5,4.136725758
4,6,4.776504998
5,7,5.291502622
6,8,5.656854249
7,9,5.85
8,10,5.850213671
9,11,6.467418341
10,12,6.92820323
11,13,7.211102551
12,14,7.483314774
13,15,7.745966692
14,16,7.8
15,17,8.246211251
16,18,8.27314934
17,19,8.717797887
18,20,8.94427191
