,num items,avg probability
0,2.0,0.8875
1,3.0,0.935
2,4.0,0.9575
3,5.0,0.97
4,6.0,0.9875
5,7.0,0.9925
6,8.0,0.9975
7,9.0,1.0
8,10.0,1.0
9,11.0,1.0
10,12.0,0.995
11,13.0,1.0
12,14.0,1.0
13,15.0,0.9975
14,16.0,1.0
15,17.0,1.0
16,18.0,1.0
17,19.0,1.0
18,20.0,1.0
19,21.0,1.0
20,22.0,1.0
21,23.0,1.0
22,24.0,1.0
23,25.0,1.0
24,26.0,1.0
25,27.0,1.0
26,28.0,1.0
27,29.0,1.0
28,30.0,1.0
