,num bidders,avg rev,avg num med
0,2.0,2.5173001410241094,1.78
1,3.0,3.117691453623979,2.15
2,4.0,3.72,2.66
3,5.0,4.159086438149609,2.79
4,6.0,4.752010100999365,3.49
5,7.0,5.053385004133368,3.53
6,8.0,5.430580079512685,3.71
7,9.0,5.73,3.8
8,10.0,6.1664414373283405,3.81
9,11.0,6.533750837000138,4.34
10,12.0,6.8242801818213765,4.28
11,13.0,7.211102550927978,4.7
12,14.0,7.183982182605967,4.62
13,15.0,7.6297771920286115,5.0
14,16.0,7.84,4.57
15,17.0,8.204980194979145,5.12
16,18.0,8.400428560496184,5.12
17,19.0,8.674208897645942,5.27
18,20.0,8.854829190899167,5.48
19,21.0,9.073499876012562,5.94
20,22.0,9.38083151964686,5.78
21,23.0,9.495746416159184,5.61
22,24.0,9.699979381421384,6.01
23,25.0,9.9,6.25
24,26.0,10.198039027185569,6.19
25,27.0,10.392304845413264,6.36
26,28.0,10.583005244258363,6.28
27,29.0,10.770329614269007,6.2
28,30.0,10.84490663860229,6.81
29,31.0,11.135528725660043,7.03
30,32.0,11.313708498984761,6.84
31,33.0,11.489125293076057,7.07
32,34.0,11.661903789690601,7.15
33,35.0,11.772998768368236,7.09
34,36.0,12.0,6.98
35,37.0,12.165525060596439,7.59
36,38.0,12.267183865908262,7.25
37,39.0,12.36509603682883,7.85
38,40.0,12.649110640673518,7.65
39,41.0,12.806248474865697,7.7
40,42.0,12.896673989831642,7.43
41,43.0,13.114877048604,7.63
42,44.0,13.2664991614216,8.07
43,45.0,13.416407864998739,8.08
44,46.0,13.564659966250536,8.2
45,47.0,13.642752654798077,7.98
46,48.0,13.856406460551018,8.2
47,49.0,14.0,8.5
48,50.0,14.142135623730951,8.38
49,51.0,14.2828568570857,8.83
50,52.0,14.422205101855956,8.78
51,53.0,14.560219778561036,8.7
52,54.0,14.696938456699069,8.83
53,55.0,14.832396974191326,8.81
54,56.0,14.966629547095765,8.83
55,57.0,15.024170526188792,8.49
56,58.0,15.231546211727817,9.57
57,59.0,15.362291495737216,9.06
58,60.0,15.491933384829668,9.36
59,61.0,15.620499351813308,9.03
60,62.0,15.748015748023622,9.32
61,63.0,15.874507866387544,9.25
62,64.0,16.0,8.8
63,65.0,16.043892919114114,9.19
64,66.0,16.24807680927192,9.22
65,67.0,16.3707055437449,9.13
66,68.0,16.492422502470642,9.3
67,69.0,16.61324772583615,10.5
68,70.0,16.73320053068151,9.71
69,71.0,16.852299546352718,9.75
70,72.0,16.97056274847714,9.44
71,73.0,17.08800749063506,9.94
72,74.0,17.204650534085253,9.64
73,75.0,17.320508075688775,9.76
74,76.0,17.435595774162696,9.85
75,77.0,17.549928774784245,10.12
76,78.0,17.663521732655695,10.14
77,79.0,17.776388834631177,10.46
78,80.0,17.88854381999832,9.98
