,num items,avg probability
0,2.0,0.925
1,3.0,0.95
2,4.0,0.95
3,5.0,0.975
4,6.0,0.975
5,7.0,1.0
6,8.0,0.975
7,9.0,1.0
8,10.0,1.0
9,11.0,1.0
10,12.0,1.0
11,13.0,1.0
12,14.0,1.0
13,15.0,1.0
14,16.0,1.0
15,17.0,1.0
16,18.0,1.0
17,19.0,1.0
18,20.0,1.0
