,num items,avg probability
0,2.0,0.56
1,3.0,0.62
2,4.0,0.6900000000000001
3,5.0,0.72
4,6.0,0.79
5,7.0,0.81
6,8.0,0.88
7,9.0,0.84
8,10.0,0.86
9,11.0,0.89
10,12.0,0.92
11,13.0,0.94
12,14.0,0.96
13,15.0,0.95
14,16.0,0.92
15,17.0,0.96
16,18.0,0.96
17,19.0,0.92
18,20.0,0.99
