,num bidders,avg rev,avg num med
0,2.0,2.8284271247461903,2.0
1,3.0,3.4641016151377544,2.0
2,4.0,6.0,3.0
3,5.0,6.708203932499369,5.0
4,6.0,7.348469228349534,3.0
5,7.0,7.937253933193772,3.0
6,8.0,5.656854249492381,2.0
7,9.0,9.0,6.0
8,10.0,9.486832980505138,7.0
9,11.0,9.9498743710662,5.0
10,12.0,10.392304845413264,8.0
11,13.0,10.816653826391967,6.0
12,14.0,11.224972160321824,4.0
13,15.0,11.618950038622252,8.0
14,16.0,12.0,5.0
15,17.0,12.36931687685298,4.0
16,18.0,8.48528137423857,2.0
17,19.0,13.076696830622023,6.0
18,20.0,13.416407864998739,5.0
19,21.0,13.74772708486752,9.0
20,22.0,14.071247279470288,6.0
21,23.0,14.387494569938157,10.0
22,24.0,14.696938456699067,5.0
23,25.0,15.0,4.0
24,26.0,15.297058540778353,10.0
25,27.0,15.588457268119896,3.0
26,28.0,15.874507866387544,10.0
27,29.0,16.15549442140351,6.0
28,30.0,16.431676725154983,5.0
29,31.0,16.703293088490064,15.0
30,32.0,16.970562748477143,3.0
31,33.0,17.233687939614086,12.0
32,34.0,17.492855684535904,7.0
33,35.0,17.74823934929885,3.0
34,36.0,18.0,10.0
35,37.0,18.24828759089466,10.0
36,38.0,18.49324200890693,10.0
37,39.0,18.734993995195197,8.0
38,40.0,18.973665961010276,7.0
39,41.0,19.209372712298546,9.0
40,42.0,19.44222209522358,8.0
41,43.0,19.672315572906,6.0
42,44.0,19.8997487421324,4.0
43,45.0,20.12461179749811,5.0
44,46.0,20.346989949375804,7.0
45,47.0,20.56696380120313,10.0
46,48.0,20.784609690826528,13.0
47,49.0,21.0,9.0
48,50.0,21.213203435596427,14.0
49,51.0,21.42428528562855,8.0
50,52.0,21.633307652783934,10.0
51,53.0,21.840329667841555,11.0
52,54.0,22.045407685048602,16.0
53,55.0,22.24859546128699,6.0
54,56.0,22.44994432064365,8.0
55,57.0,22.64950330581225,12.0
56,58.0,22.847319317591726,3.0
57,59.0,23.043437243605823,12.0
58,60.0,23.237900077244504,13.0
59,61.0,23.430749027719962,12.0
60,62.0,23.622023622035435,15.0
61,63.0,23.811761799581316,4.0
62,64.0,24.0,15.0
63,65.0,24.186773244895647,11.0
64,66.0,24.372115213907882,12.0
65,67.0,24.55605831561735,10.0
66,68.0,24.73863375370596,9.0
67,69.0,24.919871588754226,13.0
68,70.0,25.099800796022265,14.0
69,71.0,25.278449319529077,12.0
70,72.0,25.45584412271571,16.0
71,73.0,25.63201123595259,12.0
72,74.0,25.80697580112788,16.0
73,75.0,25.98076211353316,13.0
74,76.0,26.153393661244046,13.0
75,77.0,26.324893162176366,17.0
76,78.0,26.495282598983543,11.0
77,79.0,26.664583251946766,10.0
78,80.0,26.832815729997478,19.0
79,81.0,27.0,7.0
80,82.0,27.166155414412252,9.0
81,83.0,27.331300737432898,9.0
82,84.0,27.49545416973504,17.0
83,85.0,27.65863337187866,13.0
84,86.0,27.820855486487112,15.0
85,87.0,27.982137159266447,16.0
86,88.0,28.142494558940577,10.0
87,89.0,28.30194339616981,10.0
88,90.0,28.460498941515414,9.0
89,91.0,28.618176042508367,12.0
90,92.0,28.774989139876315,14.0
91,93.0,28.930952282978865,15.0
92,94.0,29.086079144497976,8.0
93,95.0,29.24038303442689,14.0
94,96.0,29.393876913398135,11.0
95,97.0,29.546573405388312,14.0
96,98.0,29.698484809834994,19.0
97,99.0,29.849623113198597,11.0
98,100.0,30.0,12.0
