,num bidders,avg rev,avg num med
0,2.0,2.8284271247461903,2.0
1,3.0,3.4641016151377544,2.0
2,4.0,4.0,3.0
3,5.0,4.47213595499958,4.0
4,6.0,4.898979485566356,3.0
5,7.0,2.6457513110645907,1.0
6,8.0,5.656854249492381,4.0
7,9.0,6.0,3.0
8,10.0,3.1622776601683795,1.0
9,11.0,6.6332495807108,4.0
10,12.0,6.928203230275509,3.0
11,13.0,7.211102550927978,3.0
12,14.0,3.7416573867739413,1.0
13,15.0,7.745966692414834,4.0
14,16.0,8.0,7.0
15,17.0,8.246211251235321,10.0
16,18.0,8.48528137423857,7.0
17,19.0,8.717797887081348,3.0
18,20.0,8.94427190999916,3.0
19,21.0,9.16515138991168,5.0
20,22.0,9.38083151964686,3.0
21,23.0,9.591663046625438,4.0
22,24.0,9.797958971132712,9.0
23,25.0,10.0,9.0
24,26.0,10.198039027185569,6.0
25,27.0,10.392304845413264,5.0
26,28.0,10.583005244258363,5.0
27,29.0,10.770329614269007,8.0
28,30.0,10.954451150103322,6.0
29,31.0,11.135528725660043,4.0
30,32.0,11.313708498984761,15.0
31,33.0,11.489125293076057,9.0
32,34.0,11.661903789690601,5.0
33,35.0,11.832159566199232,9.0
34,36.0,12.0,3.0
35,37.0,12.165525060596439,5.0
36,38.0,12.328828005937952,10.0
37,39.0,12.489995996796797,9.0
38,40.0,12.649110640673518,6.0
39,41.0,12.806248474865697,5.0
40,42.0,6.48074069840786,1.0
41,43.0,13.114877048604,8.0
42,44.0,13.2664991614216,9.0
43,45.0,13.416407864998739,8.0
44,46.0,13.564659966250536,12.0
45,47.0,13.711309200802088,8.0
46,48.0,13.856406460551018,5.0
47,49.0,14.0,10.0
48,50.0,14.142135623730951,10.0
